Ticker,FullCode,Symbol,Signal,Probability,Start,End
068290,KR7068290006,삼성출판사,hold,0,25750,
029780,KR7029780004,삼성카드,hold,0,33250,
000810,KR7000810002,삼성화재,hold,0,203000,
000815,KR7000811000,삼성화재우,hold,0,163000,
006110,KR7006110001,삼아알미늄,hold,0,23700,
145990,KR7145990008,삼양사,hold,0,51700,
145995,KR7145991006,삼양사우,hold,0,39200,
003230,KR7003230000,삼양식품,hold,0,94500,
002170,KR7002170009,삼양통상,hold,0,56000,
272550,KR7272550005,삼양패키징,hold,0,22300,
000070,KR7000070003,삼양홀딩스,hold,0,81600,
000075,KR7000071001,삼양홀딩스우,hold,0,62500,
002810,KR7002810000,삼영무역,hold,0,13550,
005680,KR7005680004,삼영전자,hold,0,11650,
003720,KR7003720000,삼영화학,hold,0,3185,
023000,KR7023000003,삼원강재,hold,0,3130,
004380,KR7004380002,삼익THK,hold,0,13250,
002450,KR7002450005,삼익악기,hold,0,1650,
004440,KR7004440004,삼일씨엔에스,hold,0,9410,
000520,KR7000520007,삼일제약,hold,0,8240,
009770,KR7009770009,삼정펄프,hold,0,28450,
005500,KR7005500004,삼진제약,hold,0,24650,
004690,KR7004690004,삼천리,hold,0,133000,
010960,KR7010960003,삼호개발,hold,0,4770,
004450,KR7004450003,삼화왕관,hold,0,44550,
009470,KR7009470006,삼화전기,hold,0,25400,
011230,KR7011230000,삼화전자,hold,0,3430,
001820,KR7001820000,삼화콘덴서,hold,0,50600,
000390,KR7000390005,삼화페인트,hold,0,8900,
001290,KR7001290006,상상인증권,hold,0,1120,
041650,KR7041650003,상신브레이크,hold,0,4315,
075180,KR7075180000,새론오토모티브,hold,0,5810,
007540,KR7007540008,샘표,hold,0,58100,
248170,KR7248170003,샘표식품,hold,0,42950,
007860,KR7007860000,서연,hold,0,7870,
200880,KR7200880003,서연이화,hold,0,6770,
017390,KR7017390006,서울가스,hold,0,186500,
004410,KR7004410007,서울식품,hold,0,299,
004415,KR7004411005,서울식품우,hold,0,3780,
021050,KR7021050000,서원,hold,0,1840,
008490,KR7008490005,서흥,hold,0,36700,
007610,KR7007610009,선도전기,hold,0,3000,
136490,KR7136490000,선진,hold,0,12300,
014910,KR7014910004,성문전자,hold,0,2380,
014915,KR7014911002,성문전자우,hold,0,9100,
003080,KR7003080009,성보화학,hold,0,3905,
004980,KR7004980009,성신양회,hold,0,14800,
004985,KR7004981007,성신양회우,hold,0,17100,
011300,KR7011300001,성안,hold,0,888,
000180,KR7000180000,성창기업지주,hold,0,2370,
002420,KR7002420008,세기상사,hold,0,11793,
004360,KR7004360004,세방,hold,0,10650,
004365,KR7004361002,세방우,hold,0,6150,
004490,KR7004490009,세방전지,hold,0,30750,
001430,KR7001430008,세아베스틸지주,hold,0,11350,
306200,KR7306200007,세아제강,hold,0,78900,
003030,KR7003030004,세아제강지주,hold,0,45400,
019440,KR7019440007,세아특수강,hold,0,11150,
058650,KR7058650003,세아홀딩스,hold,0,74600,
013000,KR7013000005,세우글로벌,hold,0,4030,
091090,KR7091090001,세원이앤씨,hold,0,1390,
021820,KR7021820006,세원정공,hold,0,9310,
067830,KR7067830000,세이브존I&C,hold,0,3700,
033530,KR7033530007,세종공업,hold,0,5190,
075580,KR7075580001,세진중공업,hold,0,2967,
027970,KR7027970003,세하,hold,0,1190,
012600,KR7012600003,센트럴인사이트,hold,0,3248,
068270,KR7068270008,셀트리온,hold,0,159621,
004430,KR7004430005,송원산업,hold,0,20750,
017550,KR7017550005,수산중공업,hold,0,1535,
053210,KR7053210001,스카이라이프,hold,0,10400,
026890,KR7026890004,스틱인베스트먼트,hold,0,4985,
134790,KR7134790005,시디즈,hold,0,41450,
016590,KR7016590002,신대양제지,hold,0,75000,
029530,KR7029530003,신도리코,hold,0,45100,
004970,KR7004970000,신라교역,hold,0,12850,
011930,KR7011930005,신성이엔지,hold,0,1110,
005390,KR7005390000,신성통상,hold,0,1225,
004170,KR7004170007,신세계,hold,0,275000,
035510,KR7035510007,신세계 I&C,hold,0,12900,
034300,KR7034300004,신세계건설,hold,0,28000,
031430,KR7031430002,신세계인터내셔날,hold,0,36500,
